station_id,date,parameter,value,station_name,lat,lon
CBP_WQX-CB3.2,2018-03-01,temperature,6.15,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-04-01,chlorophyll_a,5.7,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-04-01,dissolved_oxygen,6.4,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-04-01,salinity,7.14,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-04-01,temperature,10.61,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-05-01,chlorophyll_a,29.74,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-05-01,dissolved_oxygen,5.86,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-05-01,salinity,8.07,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-05-01,temperature,16.51,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-06-01,chlorophyll_a,6.88,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-06-01,dissolved_oxygen,4.43,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-06-01,salinity,6.92,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-06-01,temperature,20.99,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-07-01,chlorophyll_a,10.9,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-07-01,dissolved_oxygen,5.44,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-07-01,salinity,5.72,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-07-01,temperature,25.8,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-08-01,chlorophyll_a,6.37,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-08-01,dissolved_oxygen,4.27,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-08-01,salinity,3.5,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-08-01,temperature,26.42,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-09-01,chlorophyll_a,1.87,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-09-01,dissolved_oxygen,3.37,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-09-01,salinity,7.02,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-09-01,temperature,23.53,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-10-01,chlorophyll_a,1.62,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-10-01,dissolved_oxygen,4.54,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-10-01,salinity,5.95,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-10-01,temperature,19.96,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-11-01,chlorophyll_a,0.96,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-11-01,dissolved_oxygen,9.31,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-11-01,salinity,4.39,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-11-01,temperature,8.85,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-12-01,chlorophyll_a,0.96,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-12-01,dissolved_oxygen,9.93,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-12-01,salinity,5.26,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2018-12-01,temperature,6.45,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-01-01,chlorophyll_a,1.46,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-01-01,dissolved_oxygen,9.22,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-01-01,salinity,7.19,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-01-01,temperature,4.77,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-02-01,chlorophyll_a,1.5,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-02-01,dissolved_oxygen,11.65,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-02-01,salinity,4.34,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-02-01,temperature,2.44,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-03-01,chlorophyll_a,6.43,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-03-01,dissolved_oxygen,9.01,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-03-01,salinity,7.01,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-03-01,temperature,4.36,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-04-01,chlorophyll_a,4.45,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-04-01,dissolved_oxygen,9.07,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-04-01,salinity,3.48,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-04-01,temperature,12.78,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-05-01,chlorophyll_a,6.94,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-05-01,dissolved_oxygen,6.7,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-05-01,salinity,2.7,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-05-01,temperature,17.84,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-06-01,chlorophyll_a,9.77,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-06-01,dissolved_oxygen,4.5,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-06-01,salinity,4.13,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-06-01,temperature,22.36,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-07-01,chlorophyll_a,9.58,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-07-01,dissolved_oxygen,3.29,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-07-01,salinity,5.88,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-07-01,temperature,26.57,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-08-01,chlorophyll_a,7.81,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-08-01,dissolved_oxygen,4.15,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-08-01,salinity,8.95,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-08-01,temperature,26.4,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-09-01,chlorophyll_a,6.62,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-09-01,dissolved_oxygen,4.62,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-09-01,salinity,12.14,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-09-01,temperature,24.19,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-10-01,chlorophyll_a,2.77,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-10-01,dissolved_oxygen,6.53,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-10-01,salinity,13.98,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-10-01,temperature,18.08,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-11-01,chlorophyll_a,3.2,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-11-01,dissolved_oxygen,9.03,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-11-01,salinity,11.46,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-11-01,temperature,10.69,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-12-01,chlorophyll_a,3.2,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-12-01,dissolved_oxygen,9.49,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-12-01,salinity,11.17,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2019-12-01,temperature,7.85,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-01-01,chlorophyll_a,19.57,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-01-01,dissolved_oxygen,9.28,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-01-01,salinity,12.68,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-01-01,temperature,6.64,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-02-01,chlorophyll_a,19.76,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-02-01,dissolved_oxygen,9.82,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-02-01,salinity,10.66,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-02-01,temperature,5.66,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-05-01,chlorophyll_a,26.7,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-05-01,dissolved_oxygen,6.63,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-05-01,salinity,7.48,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-05-01,temperature,16.05,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-06-01,chlorophyll_a,14.68,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-06-01,dissolved_oxygen,4.38,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-06-01,salinity,7.08,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-06-01,temperature,24.02,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-07-01,chlorophyll_a,10.68,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-07-01,dissolved_oxygen,4.56,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-07-01,salinity,9.04,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-07-01,temperature,27.12,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-08-01,chlorophyll_a,16.32,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-08-01,dissolved_oxygen,4.78,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-08-01,salinity,8.47,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-08-01,temperature,27.56,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-09-01,chlorophyll_a,7.03,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-09-01,dissolved_oxygen,6.77,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-09-01,salinity,12.02,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-09-01,temperature,21.29,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-10-01,chlorophyll_a,5.02,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-10-01,dissolved_oxygen,6.42,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-10-01,salinity,13.22,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-10-01,temperature,17.93,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-11-01,chlorophyll_a,8.7,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-11-01,dissolved_oxygen,9.79,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-11-01,salinity,12.76,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-11-01,temperature,14.9,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-12-01,chlorophyll_a,5.84,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-12-01,dissolved_oxygen,11.04,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-12-01,salinity,9.41,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2020-12-01,temperature,6.06,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-01-01,chlorophyll_a,2.88,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-01-01,dissolved_oxygen,10.27,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-01-01,salinity,10.77,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-01-01,temperature,5.48,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-02-01,chlorophyll_a,8.17,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-02-01,dissolved_oxygen,11.42,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-02-01,salinity,11.15,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-02-01,temperature,3.5,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-03-01,chlorophyll_a,14.36,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-03-01,dissolved_oxygen,9.13,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-03-01,salinity,8.42,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-03-01,temperature,5.86,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-04-01,chlorophyll_a,3.78,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-04-01,dissolved_oxygen,7.24,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-04-01,salinity,9.46,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-04-01,temperature,9.34,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-05-01,chlorophyll_a,69.95,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-05-01,dissolved_oxygen,4.16,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-05-01,salinity,8.22,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-05-01,temperature,14.85,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-06-01,chlorophyll_a,9.99,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-06-01,dissolved_oxygen,4.06,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-06-01,salinity,8.52,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-06-01,temperature,20.35,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-07-01,chlorophyll_a,10.31,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-07-01,dissolved_oxygen,4.15,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-07-01,salinity,6.67,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-07-01,temperature,26.86,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-08-01,chlorophyll_a,10.51,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-08-01,dissolved_oxygen,3.28,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-08-01,salinity,9.93,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-08-01,temperature,26.53,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-09-01,chlorophyll_a,11.97,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-09-01,dissolved_oxygen,5.52,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-09-01,salinity,5.53,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-09-01,temperature,24.49,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-10-01,chlorophyll_a,13.51,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-10-01,dissolved_oxygen,4.15,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-10-01,salinity,7.08,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-10-01,temperature,23,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-11-01,chlorophyll_a,3.36,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-11-01,dissolved_oxygen,8.28,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-11-01,salinity,8.02,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-11-01,temperature,13.09,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-12-01,chlorophyll_a,4.45,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-12-01,dissolved_oxygen,9.09,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-12-01,salinity,9.3,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2021-12-01,temperature,9.25,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-01-01,chlorophyll_a,35.97,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-01-01,dissolved_oxygen,12.05,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-01-01,salinity,9.81,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-01-01,temperature,2.58,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-02-01,chlorophyll_a,57.21,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-02-01,dissolved_oxygen,11.68,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-02-01,salinity,10.38,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-02-01,temperature,2.62,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-03-01,chlorophyll_a,13.75,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-03-01,dissolved_oxygen,9.24,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-03-01,salinity,6.9,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-03-01,temperature,6.3,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-04-01,chlorophyll_a,4.67,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-04-01,dissolved_oxygen,7.51,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-04-01,salinity,7.09,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-04-01,temperature,9.6,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-05-01,chlorophyll_a,50.77,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-05-01,dissolved_oxygen,5.58,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-05-01,salinity,8.66,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-05-01,temperature,15.65,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-06-01,chlorophyll_a,9.8,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-06-01,dissolved_oxygen,4.75,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-06-01,salinity,8.49,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-06-01,temperature,22.2,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-07-01,chlorophyll_a,6.46,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-07-01,dissolved_oxygen,5.32,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-07-01,salinity,8.6,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-07-01,temperature,26.66,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-08-01,chlorophyll_a,12.3,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-08-01,dissolved_oxygen,5.52,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-08-01,salinity,10.13,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-08-01,temperature,27.73,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-09-01,chlorophyll_a,5.13,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-09-01,dissolved_oxygen,3.19,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-09-01,salinity,13.14,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-09-01,temperature,25.39,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-10-01,chlorophyll_a,3.66,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-10-01,dissolved_oxygen,7.89,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-10-01,salinity,13.26,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-10-01,temperature,17.38,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-11-01,chlorophyll_a,3.23,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-11-01,dissolved_oxygen,7.59,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-11-01,salinity,14.8,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-11-01,temperature,14.26,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-12-01,chlorophyll_a,6.19,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-12-01,dissolved_oxygen,8.84,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-12-01,salinity,14.62,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2022-12-01,temperature,9.97,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-01-01,chlorophyll_a,10.25,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-01-01,dissolved_oxygen,9.53,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-01-01,salinity,13.17,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-01-01,temperature,5.86,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-02-01,chlorophyll_a,15.17,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-02-01,dissolved_oxygen,9.3,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-02-01,salinity,12.29,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-02-01,temperature,5.86,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-03-01,chlorophyll_a,13.35,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-03-01,dissolved_oxygen,9.09,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-03-01,salinity,13.52,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-03-01,temperature,7.28,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-04-01,chlorophyll_a,23.6,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-04-01,dissolved_oxygen,6.62,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-04-01,salinity,8.55,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-04-01,temperature,11.78,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-05-01,chlorophyll_a,4.43,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-05-01,dissolved_oxygen,3.76,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-05-01,salinity,11.04,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-05-01,temperature,14.15,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-06-01,chlorophyll_a,7.18,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-06-01,dissolved_oxygen,5.04,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-06-01,salinity,11.49,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-06-01,temperature,21.36,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-07-01,chlorophyll_a,8.01,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-07-01,dissolved_oxygen,4.41,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-07-01,salinity,9.74,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-07-01,temperature,26.8,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-08-01,chlorophyll_a,7.34,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-08-01,dissolved_oxygen,5.11,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-08-01,salinity,9.34,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-08-01,temperature,26.06,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-09-01,chlorophyll_a,6.94,Upper Bay,39.16369,-76.30631
CBP_WQX-CB3.2,2023-09-01,dissolved_oxygen,2.74,Upper Bay,39.16369,-76.30631
